Unnamed: 0,State Code,County Code,Site Num,Address,State,County,City,Date Local,NO2 Units,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Units,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Units,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Units,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2009-01-01,Parts per billion,15.607790000000001,28.0,0.5,26.5,Parts per million,0.008896000000000001,0.0185,8.5,16.0,Parts per billion,1.619565,2.8,2.0,5.0,Parts per million,0.426888,0.8,5.0,8.0
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2009-01-02,Parts per billion,17.402174000000002,36.5,18.0,34.5,Parts per million,0.010520499999999999,0.0235,8.5,20.0,Parts per billion,1.2829545,2.3,13.5,3.5,Parts per million,0.3873185,0.8,14.5,7.5
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2009-01-03,Parts per billion,16.1938405,31.5,19.5,29.5,Parts per million,0.012375,0.027500000000000004,9.5,23.5,Parts per billion,0.800815,1.8,10.0,3.0,Parts per million,0.3085145,0.7,10.5,7.5
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2009-01-04,Parts per billion,15.471014499999999,27.0,9.5,25.5,Parts per million,0.010687499999999999,0.023,9.0,19.0,Parts per billion,0.666667,1.3,2.0,2.0,Parts per million,0.39375000000000004,0.7,2.0,7.0
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2009-01-05,Parts per billion,18.433712,26.5,7.5,25.0,Parts per million,0.0103335,0.018500000000000003,11.0,16.0,Parts per billion,0.5295455,1.0,8.0,1.0,Parts per million,0.380888,0.6,6.0,6.5
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2009-01-06,Parts per billion,19.531703,33.0,18.5,31.5,Parts per million,0.0085835,0.02,9.0,17.0,Parts per billion,1.282143,3.0,11.0,5.0,Parts per million,0.3957425,0.8500000000000001,19.5,7.5
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2009-01-07,Parts per billion,18.214834,30.5,18.0,29.0,Parts per million,0.006500000000000001,0.016,10.0,14.0,Parts per billion,1.0298705,2.0,2.0,3.5,Parts per million,0.481703,0.75,2.5,8.0
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2009-01-08,Parts per billion,20.717391499999998,31.5,18.0,30.0,Parts per million,0.005417,0.0135,9.0,11.5,Parts per billion,1.85,3.8,13.5,6.0,Parts per million,0.53125,0.8500000000000001,8.5,8.0
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2009-01-09,Parts per billion,17.109848500000002,29.0,10.5,27.5,Parts per million,0.014666499999999999,0.0275,19.5,23.5,Parts per billion,0.9041665,2.0,8.5,3.0,Parts per million,0.383062,0.95,7.0,8.0
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2009-01-10,Parts per billion,16.344203,36.0,18.5,34.0,Parts per million,0.013771,0.027,9.5,23.0,Parts per billion,0.8477275,2.0,14.0,2.5,Parts per million,0.3770835,0.9,21.0,7.0
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2009-01-11,Parts per billion,21.374094499999998,39.5,18.0,37.5,Parts per million,0.010208,0.024,10.0,20.5,Parts per billion,1.3551135,2.0,6.5,2.5,Parts per million,0.6041665,1.15,2.5,9.5
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2009-01-12,Parts per billion,19.720108500000002,34.5,18.0,33.0,Parts per million,0.010208,0.023,9.5,19.5,Parts per billion,1.755682,4.3,11.5,7.0,Parts per million,0.454167,0.8500000000000001,5.5,9.5
