Unnamed: 0,State Code,County Code,Site Num,Address,State,County,City,Date Local,NO2 Units,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Units,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Units,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Units,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2002-01,Parts per billion,19.520833,32.5,18.0,30.5,Parts per million,0.009979,0.02,9.0,17.0,Parts per billion,2.1666665000000003,4.0,10.5,6.5,Parts per million,0.67971,1.2,8.0,12.0
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2002-02,Parts per billion,18.304347749999998,34.75,18.0,32.75,Parts per million,0.0147605,0.029249999999999998,10.0,25.0,Parts per billion,1.6143939999999999,3.2249999999999996,8.25,5.75,Parts per million,0.663278,1.15,7.25,10.75
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2002-03,Parts per billion,14.565217,29.0,18.0,27.0,Parts per million,0.024916999999999998,0.0395,10.0,33.5,Parts per billion,1.6785715,3.15,11.5,6.0,Parts per million,0.4126815,0.7,6.5,7.0
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2002-04,Parts per billion,10.489130500000002,23.25,7.25,22.0,Parts per million,0.031187500000000003,0.0415,10.0,35.25,Parts per billion,1.7415115,3.8,11.0,6.5,Parts per million,0.31349625000000003,0.45,6.0,5.0
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2002-05,Parts per billion,10.809524,22.0,10.0,21.0,Parts per million,0.032396,0.0435,10.5,36.5,Parts per billion,1.8833335,4.0,10.5,6.5,Parts per million,0.32110500000000003,0.4,5.0,5.0
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2002-06,Parts per billion,9.20405125,17.5,8.0,16.5,Parts per million,0.029844000000000002,0.043,10.0,36.5,Parts per billion,2.0083075,4.075,9.5,7.0,Parts per million,0.33049225000000004,0.4,5.0,5.0
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2002-07,Parts per billion,9.347826,16.5,10.0,15.5,Parts per million,0.0284165,0.042,10.0,36.0,Parts per billion,1.9639755,4.0,10.5,7.0,Parts per million,0.2791665,0.35,6.0,4.0
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2002-08,Parts per billion,11.89221,21.0,9.0,20.0,Parts per million,0.028479,0.043,10.0,36.0,Parts per billion,1.957143,4.3,11.0,7.0,Parts per million,0.4079365,0.55,6.0,6.0
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2002-09,Parts per billion,13.425107,27.5,15.5,25.5,Parts per million,0.02529175,0.0445,10.0,37.75,Parts per billion,1.83308975,4.75,11.0,8.5,Parts per million,0.41613525,0.6,6.25,6.25
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2002-10,Parts per billion,16.478261,32.0,13.5,30.0,Parts per million,0.021375,0.04,10.0,34.0,Parts per billion,2.0666665,4.449999999999998,13.0,8.5,Parts per million,0.540942,0.9,7.0,8.0
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2002-11,Parts per billion,22.615489250000003,38.0,17.5,36.0,Parts per million,0.013739749999999998,0.026500000000000003,9.0,22.5,Parts per billion,2.00495125,4.0,11.0,6.5,Parts per million,0.76224775,1.25,7.5,12.75
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2002-12,Parts per billion,19.391304,32.0,17.0,30.0,Parts per million,0.012542,0.0235,9.0,19.5,Parts per billion,1.7,3.15,9.0,6.0,Parts per million,0.663587,1.2999999999999998,7.0,12.0
,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2002-01,Parts per billion,24.363636,40.0,18.0,38.0,Parts per million,0.014458000000000004,0.028999999999999998,9.0,25.0,Parts per billion,1.35625,3.5,11.0,6.0,Parts per million,0.470833,1.4,8.5,10.0
,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2002-02,Parts per billion,20.25,41.0,19.0,39.0,Parts per million,0.0214585,0.0395,10.0,33.5,Parts per billion,1.1593345,3.15,10.25,6.0,Parts per million,0.40937500000000004,0.95,8.5,8.0
,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2002-03,Parts per billion,16.087861999999998,35.0,13.5,33.0,Parts per million,0.0305625,0.046,10.0,39.0,Parts per billion,2.0625,5.0,9.0,8.5,Parts per million,0.4145835,0.65,7.0,6.5
,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2002-04,Parts per billion,12.130163,30.0,13.0,28.0,Parts per million,0.033708249999999995,0.053750000000000006,10.5,45.25,Parts per billion,1.54232125,4.3,8.25,7.0,Parts per million,0.24270825000000001,0.4,6.5,4.0
