Unnamed: 0,State Code,County Code,Site Num,Address,State,County,City,Date Local,NO2 Units,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Units,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Units,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Units,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2004-01,Parts per billion,17.804347999999994,29.5,17.5,27.5,Parts per million,0.009917,0.0175,10.0,14.5,Parts per billion,1.3272725,2.5,9.5,3.5,Parts per million,0.678623,1.1,8.5,11.0
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2004-02,Parts per billion,14.6956525,30.0,17.0,28.5,Parts per million,0.0170625,0.03,10.0,25.5,Parts per billion,1.227922,2.45,10.5,4.0,Parts per million,0.5259965,0.8500000000000001,7.5,9.0
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2004-03,Parts per billion,13.478260999999998,31.5,18.0,29.5,Parts per million,0.022993,0.039,10.0,33.0,Parts per billion,1.5503955,2.95,12.0,5.5,Parts per million,0.49565200000000004,0.7,6.5,8.0
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2004-04,Parts per billion,8.99999975,22.75,7.75,21.75,Parts per million,0.033677,0.044000000000000004,10.0,37.25,Parts per billion,1.39180175,3.55,11.0,6.0,Parts per million,0.3605075000000001,0.5,5.5,5.5
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2004-05,Parts per billion,7.4809785,15.0,8.0,14.0,Parts per million,0.0319165,0.0415,10.0,35.0,Parts per billion,0.9426135,3.0,10.5,5.0,Parts per million,0.30217400000000005,0.4,5.5,5.0
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2004-06,Parts per billion,6.701087000000001,12.5,9.5,11.5,Parts per million,0.029375,0.040749999999999995,10.0,34.5,Parts per billion,1.33557925,3.0,10.25,5.25,Parts per million,0.3005435,0.4,5.0,4.0
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2004-07,Parts per billion,7.021738999999998,12.5,11.0,11.5,Parts per million,0.023979,0.036500000000000005,10.0,31.0,Parts per billion,1.718182,3.3,11.0,5.5,Parts per million,0.3,0.4,6.0,4.0
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2004-08,Parts per billion,8.1086955,14.5,10.5,13.5,Parts per million,0.0251455,0.0385,10.0,32.5,Parts per billion,2.0125,4.0,11.5,6.0,Parts per million,0.295833,0.4,6.0,4.5
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2004-09,Parts per billion,12.03260875,24.5,11.0,23.5,Parts per million,0.0266665,0.042,10.0,36.0,Parts per billion,2.1304654999999997,4.0,9.75,6.5,Parts per million,0.36041675,0.525,6.0,6.0
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2004-10,Parts per billion,13.217391000000001,26.0,17.0,25.0,Parts per million,0.019625,0.034,10.0,29.0,Parts per billion,1.31875,2.65,8.0,4.0,Parts per million,0.3791665,0.6,6.5,6.0
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2004-11,Parts per billion,17.079263249999997,29.5,17.75,27.5,Parts per million,0.011677,0.02375,9.0,19.75,Parts per billion,1.34465,2.7249999999999996,10.25,4.25,Parts per million,0.51674525,0.975,8.0,9.5
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2004-12,Parts per billion,17.478261,28.0,17.5,26.0,Parts per million,0.008020999999999999,0.017,9.0,14.0,Parts per billion,1.14026,2.15,8.5,4.0,Parts per million,0.602174,1.1,8.0,10.0
,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2004-01,Parts per billion,20.666667,37.0,19.0,35.0,Parts per million,0.014041999999999999,0.031,10.0,26.0,Parts per billion,1.3166665000000002,3.65,13.0,6.0,Parts per million,0.5708335,1.1,7.5,10.0
,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2004-02,Parts per billion,24.0,44.0,21.0,42.0,Parts per million,0.01975,0.04,10.0,34.0,Parts per billion,1.2895835,2.5,10.5,4.0,Parts per million,0.5291665,1.0499999999999998,7.5,9.0
,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2004-03,Parts per billion,16.625,39.0,20.0,37.0,Parts per million,0.026333,0.048,10.0,41.0,Parts per billion,1.0791665000000001,2.0,11.0,3.0,Parts per million,0.4125,0.75,10.0,7.0
,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2004-04,Parts per billion,13.666666499999998,36.0,19.5,34.0,Parts per million,0.036208500000000005,0.055,10.0,47.0,Parts per billion,1.14166675,2.4,9.75,4.0,Parts per million,0.3458335,0.6000000000000001,7.75,6.0
,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2004-05,Parts per billion,12.458333,32.0,5.0,30.0,Parts per million,0.035625,0.055999999999999994,10.0,47.0,Parts per billion,1.11875,2.3,10.0,4.0,Parts per million,0.3229165,0.55,3.5,6.0
,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2004-06,Parts per billion,11.1322465,27.5,20.0,25.5,Parts per million,0.030854,0.0485,9.0,41.5,Parts per billion,0.7604164999999999,2.0,10.0,3.5,Parts per million,0.29999975,0.5,5.25,5.0
,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2004-07,Parts per billion,10.333333,24.0,21.0,23.0,Parts per million,0.03825,0.055,10.0,47.0,Parts per billion,0.5727275000000001,1.65,10.0,3.0,Parts per million,0.29375,0.45,9.5,5.0
,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2004-08,Parts per billion,10.458333,26.0,19.0,25.0,Parts per million,0.029792000000000006,0.051,10.0,43.0,Parts per billion,0.7770835,1.65,10.5,3.0,Parts per million,0.26875,0.45,9.5,3.0
,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2004-09,Parts per billion,12.769021500000001,31.5,20.0,29.5,Parts per million,0.032375,0.047,10.0,40.0,Parts per billion,0.8412065,1.65,8.5,3.0,Parts per million,0.309375,0.55,7.5,5.0
,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2004-10,Parts per billion,15.130435,31.0,19.0,29.0,Parts per million,0.015958,0.028999999999999998,10.0,25.0,Parts per billion,1.317857,4.8,13.0,7.0,Parts per million,0.38125,0.75,9.5,7.0
,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2004-11,Parts per billion,18.333333500000002,34.5,19.0,32.5,Parts per million,0.012458,0.0225,9.0,19.0,Parts per billion,1.303125,4.15,19.25,7.0,Parts per million,0.44125925,0.8,9.0,8.0
,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2004-12,Parts per billion,20.708333,36.0,18.0,34.0,Parts per million,0.009708,0.019,9.0,16.0,Parts per billion,1.0333335,4.5,15.0,7.0,Parts per million,0.55,1.15,10.5,10.0
