Unnamed: 0,State Code,County Code,Site Num,Address,State,County,City,Date Local,NO2 Units,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Units,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Units,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Units,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2000-01-01,Parts per billion,55.708333499999995,122.0,15.0,90.0,Parts per million,0.017521000000000002,0.0345,9.5,29.5,Parts per billion,4.8604165,8.8,14.5,13.5,Parts per million,1.5645835,3.35,11.0,33.5
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2000-02-01,Parts per billion,45.145833,94.5,17.0,84.0,Parts per million,0.0233335,0.044000000000000004,10.0,37.0,Parts per billion,2.94375,6.65,12.5,11.5,Parts per million,1.0617645000000002,2.4,14.0,22.0
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2000-03-01,Parts per billion,31.104167,55.0,19.5,52.0,Parts per million,0.022271,0.045,10.5,38.0,Parts per billion,3.08125,4.2,11.0,6.5,Parts per million,0.785417,1.65,7.5,15.5
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2000-04-01,Parts per billion,31.166666999999997,63.0,21.0,61.0,Parts per million,0.027792,0.054000000000000006,11.0,46.0,Parts per billion,1.795,5.15,14.5,9.0,Parts per million,0.8729165000000001,2.25,12.0,18.0
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2000-05-01,Parts per billion,2.891667,5.7,20.0,5.0,Parts per million,0.029222,0.057999999999999996,11.0,49.0,Parts per billion,1.4020834999999998,5.65,8.0,10.0,Parts per million,0.7166665,1.6,6.5,14.0
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2000-06-01,Parts per billion,25.8,44.0,16.5,41.5,Parts per million,0.0282085,0.0505,11.0,43.0,Parts per billion,0.87916675,2.825,5.25,6.0,Parts per million,0.5052082499999999,1.0,6.0,9.0
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2000-07-01,Parts per billion,24.333333,47.0,7.0,44.0,Parts per million,0.031125,0.054000000000000006,11.0,46.0,Parts per billion,0.743421,2.65,7.0,4.0,Parts per million,0.5466175,1.15,7.0,9.0
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2000-08-01,Parts per billion,22.952381,47.0,6.0,44.0,Parts per million,0.03875,0.062,11.0,58.0,Parts per billion,0.4875,1.65,7.0,3.0,Parts per million,0.395833,0.75,7.0,7.0
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2000-09-01,Parts per billion,26.9492755,52.5,20.0,49.5,Parts per million,0.0201045,0.047,10.0,40.0,Parts per billion,1.43278975,3.4,10.75,6.25,Parts per million,0.60833325,1.3,6.25,12.5
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2000-10-01,Parts per billion,27.130435,49.5,18.5,46.5,Parts per million,0.017771000000000002,0.035,9.5,30.0,Parts per billion,0.8333335,2.8,10.5,5.0,Parts per million,0.6104165,1.7000000000000002,10.5,14.0
