Unnamed: 0,State Code,County Code,Site Num,Address,State,County,City,Date Local,NO2 Units,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Units,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Units,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Units,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2003-01,Parts per billion,17.826087,29.0,18.0,27.0,Parts per million,0.006999999999999999,0.015,9.0,13.0,Parts per billion,2.0967535,4.0,11.0,6.0,Parts per million,0.7717390000000001,1.15,9.5,13.0
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2003-02,Parts per billion,15.514821999999999,30.75,17.25,28.75,Parts per million,0.016198249999999997,0.031,10.0,26.0,Parts per billion,1.81525975,3.45,10.5,6.0,Parts per million,0.548111,0.975,7.5,9.5
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2003-03,Parts per billion,12.434782499999999,26.0,12.5,24.5,Parts per million,0.0244375,0.037000000000000005,10.0,31.0,Parts per billion,1.4416665000000002,3.95,13.5,6.5,Parts per million,0.411775,0.6,6.5,6.0
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2003-04,Parts per billion,8.72826075,20.75,6.5,19.75,Parts per million,0.035718749999999994,0.04575,10.0,38.75,Parts per billion,1.7629329999999999,3.2249999999999996,9.25,6.0,Parts per million,0.3680705,0.5,5.25,5.5
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2003-05,Parts per billion,9.958498,24.0,8.0,23.0,Parts per million,0.032421,0.045,10.0,38.0,Parts per billion,1.7926135,4.15,11.0,7.0,Parts per million,0.3927085,0.55,5.5,6.0
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2003-06,Parts per billion,7.489130499999999,13.5,8.75,12.5,Parts per million,0.033416749999999995,0.0455,10.0,38.5,Parts per billion,1.29507575,3.0,8.25,4.75,Parts per million,0.314674,0.4,5.0,5.0
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2003-07,Parts per billion,9.958333,17.5,8.0,16.5,Parts per million,0.027354500000000004,0.047,10.5,39.5,Parts per billion,2.366234,4.8,9.5,8.0,Parts per million,0.323279,0.4,6.0,5.0
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2003-10,Parts per billion,15.847826,32.0,18.0,30.0,Parts per million,0.0183335,0.035,10.0,30.0,Parts per billion,1.592208,4.15,12.5,7.0,Parts per million,0.476087,0.75,7.0,8.0
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2003-11,Parts per billion,17.07608725,33.0,18.0,31.0,Parts per million,0.01402075,0.026500000000000003,9.0,22.5,Parts per billion,1.07674525,2.075,10.5,3.5,Parts per million,0.63919825,1.1749999999999998,8.5,11.75
,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2003-12,Parts per billion,17.5,29.0,16.5,27.0,Parts per million,0.009895999999999999,0.021,9.0,17.5,Parts per billion,1.2227275,2.5,8.0,4.0,Parts per million,0.6634964999999999,1.1,9.0,11.5
,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2003-01,Parts per billion,20.130435000000002,30.0,17.0,28.0,Parts per million,0.009542,0.017,9.0,14.0,Parts per billion,1.1798134999999998,2.0,8.5,3.0,Parts per million,0.739221,1.15,7.5,11.0
,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2003-02,Parts per billion,18.927536,34.75,18.0,32.75,Parts per million,0.014,0.028999999999999998,10.0,24.5,Parts per billion,1.01666675,2.0,8.0,3.0,Parts per million,0.7125455,1.05,7.0,11.0
,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2003-03,Parts per billion,13.304348000000001,30.0,17.0,28.0,Parts per million,0.027542,0.0435,10.0,36.5,Parts per billion,0.9541665,2.0,9.5,3.5,Parts per million,0.372917,0.6499999999999999,6.0,6.0
,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2003-04,Parts per billion,8.70434775,24.0,8.0,23.0,Parts per million,0.035552,0.051,10.0,43.0,Parts per billion,0.8291664999999999,2.0,9.75,3.0,Parts per million,0.26326974999999997,0.475,4.75,5.0
,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2003-05,Parts per billion,9.320652,21.0,9.5,20.0,Parts per million,0.0388545,0.057,10.0,48.0,Parts per billion,1.150932,2.5,11.0,4.0,Parts per million,0.1961955,0.35,1.5,3.0
,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2003-06,Parts per billion,9.99492775,21.75,11.0,20.75,Parts per million,0.040979,0.06575,10.5,74.0,Parts per billion,1.1947915,2.5,10.5,4.25,Parts per million,0.1893115,0.375,2.75,3.5
,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2003-07,Parts per billion,14.5,28.0,7.0,26.5,Parts per million,0.0420415,0.069,10.0,80.0,Parts per billion,1.539855,3.0,10.5,4.5,Parts per million,0.2895835,0.5,4.5,6.0
,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2003-08,Parts per billion,14.41886,26.0,13.0,25.0,Parts per million,0.0319675,0.0535,10.5,48.0,Parts per billion,1.0863355,2.0,11.0,3.0,Parts per million,0.3041665,0.5,2.5,5.0
,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2003-09,Parts per billion,18.145833,34.0,20.5,32.0,Parts per million,0.02025,0.037500000000000006,10.0,31.5,Parts per billion,1.1614585,2.0,11.0,3.0,Parts per million,0.33437475,0.6,10.25,6.0
,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2003-10,Parts per billion,19.652174,42.0,19.0,40.0,Parts per million,0.023125,0.045,10.0,38.0,Parts per billion,1.6520834999999998,3.65,11.5,6.0,Parts per million,0.46204700000000004,0.9,9.0,9.0
,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2003-11,Parts per billion,22.895833500000002,42.0,18.0,40.0,Parts per million,0.017104,0.035500000000000004,9.0,30.5,Parts per billion,1.5104165,2.9,13.0,4.0,Parts per million,0.52187525,0.925,10.75,9.0
,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2003-12,Parts per billion,22.0,42.0,18.0,40.0,Parts per million,0.018458000000000002,0.032,9.0,27.0,Parts per billion,1.5270834999999998,3.5,19.0,6.0,Parts per million,0.7875000000000001,1.45,10.5,14.0
,6,1,10,6701 INTERNATIONAL BLVD,California,Alameda,Oakland,2003-01,Parts per billion,23.956522,36.0,9.0,34.0,Parts per million,0.009458,0.019,9.0,16.0,Parts per billion,3.1003105,10.45,11.0,16.0,Parts per million,1.0645835,1.85,9.0,17.0
